Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,taxonomic_lineage
Q8K354,reviewed,CBR3_MOUSE,Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3) (Quinone reductase CBR3) (EC 1.6.5.10),Cbr3,Mus musculus (Mouse),277,Eukaryota
Q8NEX9,reviewed,DR9C7_HUMAN,Short-chain dehydrogenase/reductase family 9C member 7 (EC 1.1.1.-) (Orphan short-chain dehydrogenase/reductase) (SDR-O) (RDH-S),SDR9C7 RDHS SDRO,Homo sapiens (Human),313,Eukaryota
Q9ERI6,reviewed,RDH14_MOUSE,Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2),Rdh14 Pan2,Mus musculus (Mouse),334,Eukaryota
Q9N126,reviewed,RDH8_BOVIN,Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase),RDH8 PRRDH,Bos taurus (Bovine),312,Eukaryota
A0PJE2,reviewed,DHR12_HUMAN,Dehydrogenase/reductase SDR family member 12 (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 40C member 1) (Protein SDR40C1),DHRS12 SDR40C1,Homo sapiens (Human),317,Eukaryota
A1L1W4,reviewed,RD10A_DANRE,Retinol dehydrogenase 10-A (EC 1.1.1.300),rdh10a zgc:158459,Danio rerio (Zebrafish) (Brachydanio rerio),339,Eukaryota
A4FUZ6,reviewed,HSDL2_BOVIN,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-),HSDL2,Bos taurus (Bovine),418,Eukaryota
A4IFM3,reviewed,DR9C7_BOVIN,Short-chain dehydrogenase/reductase family 9C member 7 (EC 1.1.1.-) (Orphan short-chain dehydrogenase/reductase) (SDR-O),SDR9C7 RDHS SDRO,Bos taurus (Bovine),313,Eukaryota
O77769,reviewed,DHRS3_BOVIN,Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1),DHRS3,Bos taurus (Bovine),302,Eukaryota
P55006,reviewed,RDH7_RAT,Retinol dehydrogenase 7 (EC 1.1.1.105) (Retinol dehydrogenase 3) (Retinol dehydrogenase type III) (RODH III),Rdh7 Rdh3,Rattus norvegicus (Rat),317,Eukaryota
P86198,reviewed,BDH_MESAU,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH)",BDH1 BDH,Mesocricetus auratus (Golden hamster),132,Eukaryota
Q0IH28,reviewed,DRS7B_XENLA,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),dhrs7b sdr32c1,Xenopus laevis (African clawed frog),323,Eukaryota
Q0VFE7,reviewed,DRS7B_XENTR,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),dhrs7b sdr32c1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),309,Eukaryota
Q17QK8,reviewed,SPRE_BOVIN,Sepiapterin reductase (SPR) (EC 1.1.1.153),SPR,Bos taurus (Bovine),267,Eukaryota
Q17QU7,reviewed,DHR13_BOVIN,Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 7C member 5) (Protein SDR7C5),DHRS13 SDR7C5,Bos taurus (Bovine),377,Eukaryota
Q1WNP0,reviewed,DHB1_PANTR,Estradiol 17-beta-dehydrogenase 1 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 1) (17-beta-HSD 1),HSD17B1,Pan troglodytes (Chimpanzee),328,Eukaryota
Q2TPA8,reviewed,HSDL2_MOUSE,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-),Hsdl2,Mus musculus (Mouse),490,Eukaryota
Q3T0R4,reviewed,DRS7B_BOVIN,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),DHRS7B SDR32C1,Bos taurus (Bovine),325,Eukaryota
Q3T0Z7,reviewed,DHPR_BOVIN,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase),QDPR,Bos taurus (Bovine),242,Eukaryota
Q4JK73,reviewed,DHB11_MACFA,Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Dehydrogenase/reductase SDR family member 8),HSD17B11 DHRS8,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),300,Eukaryota
Q4V8F9,reviewed,HSDL2_RAT,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-),Hsdl2,Rattus norvegicus (Rat),524,Eukaryota
Q566S6,reviewed,DRS7B_DANRE,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),dhrs7b sdr32c1 zgc:112518,Danio rerio (Zebrafish) (Brachydanio rerio),309,Eukaryota
Q5NVG2,reviewed,DHB11_PONAB,Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (Dehydrogenase/reductase SDR family member 8),HSD17B11 DHRS8,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),300,Eukaryota
Q5R6U1,reviewed,DRS7B_PONAB,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),DHRS7B SDR32C1,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),325,Eukaryota
Q5RA68,reviewed,HSDL2_PONAB,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-),HSDL2,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),418,Eukaryota
Q5SS80,reviewed,DHR13_MOUSE,Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 7C member 5) (Protein SDR7C5),Dhrs13 Sdr7c5,Mus musculus (Mouse),376,Eukaryota
Q5XGF7,reviewed,RDH10_XENTR,Retinol dehydrogenase 10 (EC 1.1.1.300),rdh10,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),341,Eukaryota
Q5ZJZ5,reviewed,BDH_CHICK,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH)",BDH1 BDH RCJMB04_14d17,Gallus gallus (Chicken),339,Eukaryota
Q6DCT3,reviewed,RD10A_XENLA,Retinol dehydrogenase 10-A (EC 1.1.1.300),rdh10-a,Xenopus laevis (African clawed frog),341,Eukaryota
Q6NRV4,reviewed,RD10B_XENLA,Retinol dehydrogenase 10-B (EC 1.1.1.300),rdh10-b,Xenopus laevis (African clawed frog),341,Eukaryota
Q6PUF3,reviewed,DHI1L_DANRE,Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3),hsd11b1l hsd11b3 hsd3 si:dkey-78l4.15 zgc:56373,Danio rerio (Zebrafish) (Brachydanio rerio),287,Eukaryota
Q6Q7D1,reviewed,DHI1L_BOVIN,Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3),HSD11B1L HSD3,Bos taurus (Bovine),287,Eukaryota
Q6Q7D2,reviewed,DHI1L_MACFA,Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3),HSD11B1L HSD3 QccE-13246,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),287,Eukaryota
Q7T2D1,reviewed,RD10B_DANRE,Retinol dehydrogenase 10-B (EC 1.1.1.300),rdh10b rdh10 si:ch211-193n21.3,Danio rerio (Zebrafish) (Brachydanio rerio),336,Eukaryota
Q803A8,reviewed,WWOX_DANRE,WW domain-containing oxidoreductase (EC 1.1.1.-),wwox,Danio rerio (Zebrafish) (Brachydanio rerio),412,Eukaryota
Q8K3P0,reviewed,DR9C7_MOUSE,Short-chain dehydrogenase/reductase family 9C member 7 (EC 1.1.1.-) (Orphan short-chain dehydrogenase/reductase) (SDR-O) (RDH-S),Sdr9c7 Rdhs Sdro,Mus musculus (Mouse),313,Eukaryota
Q8MJ30,reviewed,DHPR_PIG,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase),QDPR DHPR,Sus scrofa (Pig),243,Eukaryota
Q8R536,reviewed,SPRE_MERUN,Sepiapterin reductase (SPR) (EC 1.1.1.153) (Benzil reductase ((S)-benzoin forming)) (EC 1.1.1.320),SPR,Meriones unguiculatus (Mongolian jird) (Gerbillus unguiculatus),262,Eukaryota
Q99L04,reviewed,DHRS1_MOUSE,Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1),Dhrs1 D14ertd484e,Mus musculus (Mouse),313,Eukaryota
Q9CXR1,reviewed,DHRS7_MOUSE,Dehydrogenase/reductase SDR family member 7 (EC 1.1.1.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1) (Protein SDR34C1),Dhrs7 Retsdr4,Mus musculus (Mouse),338,Eukaryota
A4IGM4,reviewed,DHI1L_XENTR,Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3),hsd11b1l hsd3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),286,Eukaryota
A5PJF6,reviewed,HSDL1_BOVIN,Inactive hydroxysteroid dehydrogenase-like protein 1,HSDL1,Bos taurus (Bovine),330,Eukaryota
A5PJJ7,reviewed,S16C6_BOVIN,Short-chain dehydrogenase/reductase family 16C member 6 (EC 1.1.1.-),SDR16C6,Bos taurus (Bovine),316,Eukaryota
A5WWC6,reviewed,HSDL1_DANRE,Inactive hydroxysteroid dehydrogenase-like protein 1,hsdl1 si:ch211-172b19.1 zgc:103498,Danio rerio (Zebrafish) (Brachydanio rerio),319,Eukaryota
A6QP05,reviewed,DHR12_BOVIN,Dehydrogenase/reductase SDR family member 12 (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 40C member 1) (Protein SDR40C1),DHRS12 SDR40C1,Bos taurus (Bovine),317,Eukaryota
A8E5C5,reviewed,DS7CA_DANRE,Dehydrogenase/reductase SDR family member 7C-A (EC 1.1.-.-),dhrs7ca zgc:112176,Danio rerio (Zebrafish) (Brachydanio rerio),324,Eukaryota
A9UM79,reviewed,DRS7C_XENTR,Dehydrogenase/reductase SDR family member 7C (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 2),dhrs7c sdr32c2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),311,Eukaryota
B0BML7,reviewed,SPRE_XENTR,Sepiapterin reductase (SPR) (EC 1.1.1.153),spr,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),261,Eukaryota
Q05A13,reviewed,S16C6_MOUSE,Short-chain dehydrogenase/reductase family 16C member 6 (EC 1.1.1.-),Sdr16c6,Mus musculus (Mouse),316,Eukaryota
Q4V8B7,reviewed,HSDL1_RAT,Inactive hydroxysteroid dehydrogenase-like protein 1,Hsdl1,Rattus norvegicus (Rat),330,Eukaryota
Q5BL28,reviewed,DS7CB_DANRE,Dehydrogenase/reductase SDR family member 7C-B (EC 1.1.-.-),dhrs7cb zgc:101633,Danio rerio (Zebrafish) (Brachydanio rerio),318,Eukaryota
Q5R7K0,reviewed,HSDL1_PONAB,Inactive hydroxysteroid dehydrogenase-like protein 1,HSDL1,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),330,Eukaryota
Q5ZJG8,reviewed,HSDL1_CHICK,Hydroxysteroid dehydrogenase-like protein 1 (EC 1.1.1.-),HSDL1 RCJMB04_18f7,Gallus gallus (Chicken),331,Eukaryota
Q66KC4,reviewed,HSDL2_XENTR,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-),hsdl2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),417,Eukaryota
Q6P5L8,reviewed,HSDL2_DANRE,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-),hsdl2,Danio rerio (Zebrafish) (Brachydanio rerio),415,Eukaryota
Q6P7J1,reviewed,DHI1A_XENLA,Hydroxysteroid 11-beta-dehydrogenase 1-like protein A (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3-A) (11-DH3-A) (11-beta-HSD3-A),hsd11b1l-a hsd3-a,Xenopus laevis (African clawed frog),291,Eukaryota
Q6PAY8,reviewed,HSDL2_XENLA,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-),hsdl2,Xenopus laevis (African clawed frog),417,Eukaryota
Q6PUF4,reviewed,DHI1L_CHICK,Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3),HSD11B1L HSD3,Gallus gallus (Chicken),287,Eukaryota
Q7SYS6,reviewed,DHI1B_XENLA,Hydroxysteroid 11-beta-dehydrogenase 1-like protein B (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3-B) (11-DH3-B) (11-beta-HSD3-B),hsd11b1l-b hsd3-b,Xenopus laevis (African clawed frog),291,Eukaryota
Q7ZY31,reviewed,SPRE_XENLA,Sepiapterin reductase (SPR) (EC 1.1.1.153),spr,Xenopus laevis (African clawed frog),263,Eukaryota
Q8BTX9,reviewed,HSDL1_MOUSE,Inactive hydroxysteroid dehydrogenase-like protein 1,Hsdl1,Mus musculus (Mouse),330,Eukaryota
Q8VBZ0,reviewed,DHRSX_MOUSE,Dehydrogenase/reductase SDR family member on chromosome X homolog (EC 1.1.-.-) (DHRSXY) (SCAD family protein),Dhrsx Pscad,Mus musculus (Mouse),335,Eukaryota
A5JYX5,reviewed,DHS3_CAEEL,Protein dhs-3 (Alcohol dehydrogenase dhs-3) (EC 1.1.1.1),dhs-3 T02E1.5,Caenorhabditis elegans,309,Eukaryota
Q09517,reviewed,LE767_CAEEL,Very-long-chain 3-oxooacyl-coA reductase let-767 (LET-767) (EC 1.1.1.330) (Lethal protein 767) (Short-chain dehydrogenase 10) (Steroid dehydrogenase let-767) (EC 1.1.1.-) (Steroid-dehydrogenase/3-ketoacyl-CoA-reductase),let-767 dhs-10 C56G2.6,Caenorhabditis elegans,316,Eukaryota
O16881,reviewed,DHS16_CAEEL,3beta-hydroxysteroid dehydrogenase dhs-16 (EC 1.1.1.-),dhs-16 C10F3.2,Caenorhabditis elegans,388,Eukaryota
Q60V51,reviewed,LE767_CAEBR,Very-long-chain 3-oxooacyl-coA reductase let-767 (EC 1.1.1.330) (Lethal protein 767),let-767 CBG19695,Caenorhabditis briggsae,316,Eukaryota
O16925,reviewed,STDH4_CAEEL,Putative steroid dehydrogenase 4 (EC 1.1.1.-),stdh-4 tag-57 F25G6.5,Caenorhabditis elegans,263,Eukaryota
O17795,reviewed,STDH2_CAEEL,Putative steroid dehydrogenase 2 (EC 1.1.1.-),stdh-2 F11A5.12,Caenorhabditis elegans,315,Eukaryota
Q10130,reviewed,DHS5_CAEEL,Uncharacterized oxidoreductase dhs-5 (EC 1.-.-.-) (Short-chain dehydrogenase 5),dhs-5 F56D1.5,Caenorhabditis elegans,378,Eukaryota
Q11177,reviewed,DHS27_CAEEL,Uncharacterized oxidoreductase dhs-27 (EC 1.-.-.-) (Short-chain dehydrogenase 27),dhs-27 C04F6.5,Caenorhabditis elegans,816,Eukaryota
Q17703,reviewed,STDH1_CAEEL,Putative steroid dehydrogenase 1 (EC 1.1.1.-),stdh-1 C06B3.4,Caenorhabditis elegans,314,Eukaryota
Q17704,reviewed,STDH3_CAEEL,Putative steroid dehydrogenase 3 (EC 1.1.1.-),stdh-3 C06B3.5,Caenorhabditis elegans,315,Eukaryota
O18404,reviewed,HCD2_DROME,"3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-hydroxysteroid dehydrogenase 10) (17-beta-HSD 10) (EC 1.1.1.51, EC 1.1.1.62) (3-hydroxyacyl-CoA dehydrogenase type II) (Hydroxysteroid dehydrogenase) (EC 1.1.1.-, EC 1.1.1.53) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Scully protein) (Type II HADH)",scu MRPP2 CG7113,Drosophila melanogaster (Fruit fly),255,Eukaryota
P00334,reviewed,ADH_DROME,Alcohol dehydrogenase (EC 1.1.1.1),Adh CG3481,Drosophila melanogaster (Fruit fly),256,Eukaryota
Q9VXJ0,reviewed,DHB4_DROME,Peroxisomal multifunctional enzyme type 2 (DmMFE-2) [Includes: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.119)],Mfe2 CG3415,Drosophila melanogaster (Fruit fly),598,Eukaryota
D2WKD9,reviewed,SDR1_AEDAE,Farnesol dehydrogenase (EC 1.1.1.216) (NADP(+)-dependent farnesol dehydrogenase 1) (AaSDR-1),SDR-1 FOHSDR-1 AaeL_AAEL017302,Aedes aegypti (Yellowfever mosquito) (Culex aegypti),245,Eukaryota
G5DGA8,reviewed,IDLDH_IPSPI,Ipsdienol dehydrogenase (EC 1.1.1.386),IDOLDH,Ips pini (Pine engraver beetle),253,Eukaryota
P09369,reviewed,ADH2_DROMO,Alcohol dehydrogenase 2 (EC 1.1.1.1),Adh2 GI17643,Drosophila mojavensis (Fruit fly),254,Eukaryota
P10807,reviewed,ADH_DROLE,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis),254,Eukaryota
P26719,reviewed,ADH_DROYA,Alcohol dehydrogenase (EC 1.1.1.1),Adh GE19037,Drosophila yakuba (Fruit fly),256,Eukaryota
P37473,reviewed,ADH_DROPE,Alcohol dehydrogenase (EC 1.1.1.1),Adh GL25993,Drosophila persimilis (Fruit fly),254,Eukaryota
Q05114,reviewed,ADH_DROWI,Alcohol dehydrogenase (EC 1.1.1.1),Adh GK18290,Drosophila willistoni (Fruit fly),254,Eukaryota
Q9GN94,reviewed,ADH_DROSE,Alcohol dehydrogenase (EC 1.1.1.1),Adh GM15656,Drosophila sechellia (Fruit fly),256,Eukaryota
Q9VLU5,reviewed,WWOX_DROME,WW domain-containing oxidoreductase (EC 1.1.1.-),Wwox CG7221,Drosophila melanogaster (Fruit fly),409,Eukaryota
B4M8Y0,reviewed,ADH_DROVI,Alcohol dehydrogenase (EC 1.1.1.1),Adh1 Adh-1 GJ18208; Adh2 Adh-2 GJ18209,Drosophila virilis (Fruit fly),254,Eukaryota
P07159,reviewed,ADH_DROOR,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila orena (Fruit fly),256,Eukaryota
P07160,reviewed,ADH2_DROMU,Alcohol dehydrogenase 2 (EC 1.1.1.1),Adh2,Drosophila mulleri (Fruit fly),254,Eukaryota
P07161,reviewed,ADH1_DROMU,Alcohol dehydrogenase 1 (EC 1.1.1.1),Adh1,Drosophila mulleri (Fruit fly),254,Eukaryota
P07162,reviewed,ADH_DROMA,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila mauritiana (Fruit fly),256,Eukaryota
P09370,reviewed,ADH1_DROMO,Alcohol dehydrogenase 1 (EC 1.1.1.1),Adh1 GI17644,Drosophila mojavensis (Fruit fly),254,Eukaryota
P12854,reviewed,ADH1_DRONA,Alcohol dehydrogenase 1 (EC 1.1.1.1),Adh1,Drosophila navojoa (Fruit fly),254,Eukaryota
P21518,reviewed,ADH_DROAF,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila affinidisjuncta (Fruit fly) (Idiomyia affinidisjuncta),254,Eukaryota
P21898,reviewed,ADH_DROHE,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila heteroneura (Fruit fly),254,Eukaryota
P22245,reviewed,ADH_DRODI,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila differens (Fruit fly),254,Eukaryota
P22246,reviewed,ADH1_DROMT,Alcohol dehydrogenase 1 (EC 1.1.1.1),Adh1,Drosophila mettleri (Fruit fly),254,Eukaryota
P23236,reviewed,ADH1_DROHY,Alcohol dehydrogenase 1 (EC 1.1.1.1),Adh1,Drosophila hydei (Fruit fly),254,Eukaryota
P23237,reviewed,ADH2_DROHY,Alcohol dehydrogenase 2 (EC 1.1.1.1),Adh2,Drosophila hydei (Fruit fly),254,Eukaryota
P23277,reviewed,ADH_DROPL,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila planitibia (Fruit fly),254,Eukaryota
P23278,reviewed,ADH_DROSL,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila silvestris (Fruit fly),254,Eukaryota
P23361,reviewed,ADH_DROPI,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila picticornis (Fruit fly) (Idiomyia picticornis),254,Eukaryota
P24267,reviewed,ADH2_DROWH,Alcohol dehydrogenase 2 (EC 1.1.1.1),Adh2,Drosophila wheeleri (Fruit fly),254,Eukaryota
P25139,reviewed,ADH_DROAM,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila ambigua (Fruit fly),254,Eukaryota
P25720,reviewed,ADH2_DROBU,Alcohol dehydrogenase 2 (EC 1.1.1.1),Adh2,Drosophila buzzatii (Fruit fly),254,Eukaryota
P25721,reviewed,ADH_DROMY,Alcohol dehydrogenase (EC 1.1.1.1),Adh Adh2,Drosophila mayaguana (Fruit fly),254,Eukaryota
P25988,reviewed,ADH_SCAAL,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Scaptomyza albovittata (Fruit fly),254,Eukaryota
P27581,reviewed,ADH2_DROAR,Alcohol dehydrogenase 2 (EC 1.1.1.1),Adh2,Drosophila arizonae (Fruit fly),254,Eukaryota
P28483,reviewed,ADH_DROER,Alcohol dehydrogenase (EC 1.1.1.1),Adh GG25120,Drosophila erecta (Fruit fly),256,Eukaryota
P28484,reviewed,ADH_DROTE,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila teissieri (Fruit fly),256,Eukaryota
P48584,reviewed,ADH_DROBO,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila borealis (Fruit fly),254,Eukaryota
P48585,reviewed,ADH_DROFL,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila flavomontana (Fruit fly),254,Eukaryota
P48586,reviewed,ADH1_DROMN,Alcohol dehydrogenase 1 (EC 1.1.1.1),Adh1,Drosophila montana (Fruit fly),254,Eukaryota
P48587,reviewed,ADH2_DROMN,Alcohol dehydrogenase 2 (EC 1.1.1.1),Adh2,Drosophila montana (Fruit fly),254,Eukaryota
P48814,reviewed,ADH1_CERCA,Alcohol dehydrogenase 1 (EC 1.1.1.1),ADH1,Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata),257,Eukaryota
P48815,reviewed,ADH2_CERCA,Alcohol dehydrogenase 2 (EC 1.1.1.1),ADH2,Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata),258,Eukaryota
P51549,reviewed,ADH_DROHA,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila hawaiiensis (Fruit fly),254,Eukaryota
P51550,reviewed,ADH_DROTS,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila tsacasi (Fruit fly),256,Eukaryota
P51551,reviewed,ADH_DROGR,Alcohol dehydrogenase (EC 1.1.1.1),Adh GH13025,Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi),254,Eukaryota
P51552,reviewed,ADH_ZAPTU,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Zaprionus tuberculatus (Vinegar fly),256,Eukaryota
P54398,reviewed,FBP2_DROME,Fat body protein 2 (Fat body protein P6),Fbp2 CG3763,Drosophila melanogaster (Fruit fly),256,Eukaryota
P84328,reviewed,ADH_DROPB,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila pseudoobscura bogotana (Fruit fly),254,Eukaryota
Q00669,reviewed,ADH_DROAD,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila adiastola (Fruit fly) (Idiomyia adiastola),254,Eukaryota
Q00670,reviewed,ADH_SCACA,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Scaptomyza crassifemur (Fruit fly) (Drosophila crassifemur),254,Eukaryota
Q00671,reviewed,ADH_DROMM,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila mimica (Fruit fly) (Idiomyia mimica),254,Eukaryota
Q00672,reviewed,ADH_DRONI,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila nigra (Fruit fly) (Idiomyia nigra),254,Eukaryota
Q03384,reviewed,ADH_DROSU,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila subobscura (Fruit fly),254,Eukaryota
Q07588,reviewed,ADH_DROIM,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila immigrans (Fruit fly),254,Eukaryota
Q09009,reviewed,ADH_DROGU,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila guanche (Fruit fly),254,Eukaryota
Q09010,reviewed,ADH_DROMD,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila madeirensis (Fruit fly),254,Eukaryota
Q24641,reviewed,ADH_DROSI,Alcohol dehydrogenase (EC 1.1.1.1),Adh GD23968,Drosophila simulans (Fruit fly),256,Eukaryota
Q27404,reviewed,ADH_DROLA,Alcohol dehydrogenase (EC 1.1.1.1),Adh1 Adh-1; Adh2 Adh-2,Drosophila lacicola (Fruit fly),254,Eukaryota
Q50L96,reviewed,ADH_DROAN,Alcohol dehydrogenase (EC 1.1.1.1),Adh GF14888,Drosophila ananassae (Fruit fly),256,Eukaryota
Q6LCE4,reviewed,ADH_DROPS,Alcohol dehydrogenase (EC 1.1.1.1),Adh GA17214,Drosophila pseudoobscura pseudoobscura (Fruit fly),254,Eukaryota
O16091,reviewed,ADHR_DROPE,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila persimilis (Fruit fly),278,Eukaryota
O61510,reviewed,FBP2_DROSI,Fat body protein 2,Fbp2,Drosophila simulans (Fruit fly),256,Eukaryota
P23170,reviewed,25KD_SARPE,Development-specific 25 kDa protein,,Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina),258,Eukaryota
P25143,reviewed,ADHR_DROAM,Alcohol dehydrogenase-related 31 kDa protein,Adhr,Drosophila ambigua (Fruit fly),281,Eukaryota
P26620,reviewed,ADHR_DROMA,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila mauritiana (Fruit fly),272,Eukaryota
P28485,reviewed,ADHR_DROER,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila erecta (Fruit fly),202,Eukaryota
P28486,reviewed,ADHR_DROTE,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila teissieri (Fruit fly),272,Eukaryota
